school_urn,local_authority_id,academy_URN,result_type,result_year,total_pupils,is_special,new_school,ks2_percent_low_ks1_attainers,ks2_percent_medium_ks1_attainers,ks2_percent_high_ks1_attainers,ks2_percent_disadvantaged,ks2_percent_not_disadvantaged,ks2_percent_EAL,ks2_percent_non_mobile,ks2_percent_special_needs,ks2_percent_2_levels_progress_maths,ks2_percent_boys_2_levels_progress_maths,ks2_percent_girls_2_levels_progress_maths,ks2_percent_low_PA_2_levels_progress_maths,ks2_percent_med_PA_2_levels_progress_maths,ks2_percent_high_PA_2_levels_progress_maths,ks2_percent_disadvantaged_2_levels_progress_maths,ks2_percent_non_disadvantaged_2_levels_progress_maths,ks2_percent_GAP_disadvantaged_others_2_levels_progress_maths,ks2_percent_EAL_2_levels_progress_maths,ks2_percent_2_levels_progress_maths_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_2_levels_progress_reading,ks2_percent_boys_2_levels_progress_reading,ks2_percent_girls_2_levels_progress_reading,ks2_percent_low_PA_2_levels_progress_reading,ks2_percent_med_PA_2_levels_progress_reading,ks2_percent_high_PA_2_levels_progress_reading,ks2_percent_disadvantaged_2_levels_progress_reading,ks2_percent_not_disadvantaged_2_levels_progress_reading,ks2_percent_GAP_disadvantaged_others_2_levels_progress_reading,ks2_percent_EAL_2_levels_progress_reading,ks2_percent_2_levels_progress_reading_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_2_levels_progress_writing,ks2_percent_boys_2_levels_progress_writing,ks2_percent_girls_2_levels_progress_writing,ks2_percent_low_PA_2_levels_progress_writing,ks2_percent_med_PA_2_levels_progress_writing,ks2_percent_high_PA_2_levels_progress_writing,ks2_percent_disadvantaged_2_levels_progress_writing,ks2_percent_not_disadvantaged_2_levels_progress_writing,ks2_percent_GAP_disadvantaged_others_2_levels_progress_writing,ks2_percent_EAL_2_levels_progress_writing,ks2_percent_2_levels_progress_writing_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_level_4_above_RWM,ks2_percent_level_4_above_RWM_2012,ks2_percent_level_4_above_RWM_2013,ks2_percent_level_4_above_RWM_2014,ks2_percent_level_4B_above_RWM,ks2_percent_level_4B_above_RWM_2013,ks2_percent_level_4B_above_RWM_2014,ks2_percent_level_5_above_RWM,ks2_percent_level_5_above_RWM_2012,ks2_percent_level_5_above_RWM_2013,ks2_percent_level_5_above_RWM_2014,ks2_percent_level_3_below_RWM,ks2_value_added,ks2_percent_disadvantaged_2012,ks2_percent_disadvantaged_2013,ks2_percent_disadvantaged_2014,ks2_percent_not_disadvantaged_2012,ks2_percent_not_disadvantaged_2013,ks2_percent_not_disadvantaged_2014,percent_SEN_statement
124751,935,,KS2,2015,190,FALSE,,8%,62%,31%,11%,89%,0%,96%,4%,96%,100%,93%,,100%,100%,,,,,85%,,,88%,100%,79%,,94%,75%,,,,,87%,,,100%,100%,100%,,100%,100%,,,,,96%,,,93%,65%,92%,74%,85%,72%,63%,30%,12%,20%,16%,0%,99.7,19%,4%,5%,81%,96%,95%,0%
105665,353,,KS2,2015,187,FALSE,,13%,39%,48%,6%,94%,6%,97%,3%,87%,90%,86%,,83%,87%,,,,,88%,75%,90%,84%,70%,90%,,92%,80%,,,,,91%,88%,91%,100%,100%,100%,,100%,100%,,,,,99%,88%,100%,87%,82%,93%,85%,61%,75%,81%,26%,23%,25%,35%,0%,98.9,14%,7%,15%,86%,93%,85%,0%
113774,835,,KS2,2015,186,FALSE,,0%,76%,24%,19%,81%,0%,86%,0%,86%,82%,90%,,88%,,,,,,85%,78%,87%,100%,100%,100%,,100%,,,,,,100%,100%,100%,100%,100%,100%,,100%,,,,,,94%,100%,92%,95%,75%,,82%,76%,,73%,24%,13%,,23%,0%,99.8,13%,,18%,88%,,82%,0%
109257,800,,KS2,2015,183,FALSE,,7%,53%,40%,29%,71%,29%,88%,12%,93%,100%,86%,,88%,100%,,,,,89%,81%,93%,93%,88%,100%,,100%,100%,,,,,87%,88%,86%,100%,100%,100%,,100%,100%,,,,,98%,100%,97%,88%,86%,65%,72%,65%,65%,50%,29%,0%,12%,17%,6%,99.9,57%,29%,50%,43%,71%,50%,0%
137023,878,,KS2,2015,183,FALSE,,7%,63%,30%,21%,79%,0%,86%,4%,93%,88%,100%,,88%,100%,100%,90%,10,,96%,92%,97%,96%,100%,91%,,94%,100%,83%,100%,-17,,97%,85%,100%,100%,100%,100%,,100%,100%,100%,100%,0,,97%,92%,98%,93%,100%,100%,97%,75%,96%,93%,21%,17%,36%,34%,0%,99.7,21%,12%,14%,79%,88%,86%,4%
119156,888,,KS2,2015,182,FALSE,,0%,65%,35%,9%,91%,0%,96%,0%,96%,100%,86%,,93%,100%,,,,,91%,100%,90%,100%,100%,100%,,100%,100%,,,,,97%,100%,97%,100%,100%,100%,,100%,100%,,,,,99%,100%,98%,96%,76%,82%,91%,83%,73%,83%,30%,20%,14%,22%,0%,100.2,16%,14%,13%,84%,86%,87%,0%
120456,925,141793,KS2,2015,182,FALSE,,10%,53%,37%,20%,80%,0%,97%,3%,97%,100%,88%,,100%,91%,100%,96%,4,,99%,100%,98%,93%,100%,75%,,100%,82%,100%,92%,8,,95%,100%,94%,100%,100%,100%,,100%,100%,100%,100%,0,,99%,100%,98%,97%,55%,95%,96%,93%,85%,96%,33%,10%,25%,33%,0%,99.9,25%,5%,15%,75%,95%,85%,0%
119588,888,,KS2,2015,180,FALSE,,5%,63%,32%,21%,79%,0%,84%,0%,100%,100%,100%,,100%,100%,,,,,100%,100%,100%,100%,100%,100%,,100%,100%,,,,,95%,100%,94%,100%,100%,100%,,100%,100%,,,,,97%,100%,96%,95%,86%,81%,80%,79%,74%,80%,21%,0%,19%,10%,0%,100.1,7%,19%,25%,93%,81%,75%,0%
114148,840,,KS2,2015,177,FALSE,,8%,51%,41%,31%,69%,0%,100%,6%,76%,84%,67%,,72%,95%,60%,82%,-22,,76%,64%,83%,86%,80%,92%,,88%,95%,73%,91%,-18,,81%,70%,88%,82%,76%,88%,,80%,90%,67%,88%,-21,,82%,76%,86%,71%,84%,76%,94%,59%,62%,71%,20%,31%,18%,26%,8%,97.8,38%,42%,41%,62%,58%,59%,6%
118180,921,,KS2,2015,176,FALSE,,0%,72%,28%,6%,94%,6%,100%,0%,94%,100%,89%,,92%,,,,,,91%,83%,92%,94%,89%,100%,,92%,,,,,,89%,83%,90%,94%,89%,100%,,92%,,,,,,91%,83%,92%,89%,73%,78%,78%,67%,67%,67%,28%,18%,22%,28%,0%,100.1,0%,6%,22%,100%,94%,78%,0%
123761,933,,KS2,2015,176,FALSE,,4%,70%,26%,17%,83%,0%,88%,0%,96%,100%,92%,,94%,100%,,,,,97%,88%,98%,91%,80%,100%,,88%,100%,,,,,94%,88%,95%,100%,100%,100%,,100%,100%,,,,,97%,88%,98%,83%,83%,83%,100%,79%,79%,91%,38%,17%,38%,32%,0%,100.7,14%,8%,9%,86%,92%,91%,0%
123090,931,,KS2,2015,175,FALSE,,8%,46%,46%,16%,84%,4%,92%,0%,88%,90%,86%,,91%,91%,,,,,89%,73%,93%,88%,80%,93%,,100%,82%,,,,,91%,91%,91%,96%,90%,100%,,100%,100%,,,,,97%,91%,98%,88%,84%,87%,89%,84%,78%,84%,36%,32%,52%,37%,4%,99.6,21%,13%,21%,79%,87%,79%,0%
109114,803,,KS2,2015,172,FALSE,,5%,67%,29%,27%,73%,14%,100%,0%,90%,75%,100%,,93%,100%,100%,87%,13,,84%,85%,84%,100%,100%,100%,,100%,100%,100%,100%,0,,93%,92%,93%,95%,100%,92%,,93%,100%,83%,100%,-17,,94%,92%,95%,86%,67%,65%,65%,73%,48%,58%,36%,17%,17%,23%,0%,99.1,50%,35%,46%,50%,65%,54%,0%
121474,816,,KS2,2015,170,FALSE,,0%,65%,35%,8%,92%,0%,100%,0%,91%,93%,89%,,93%,88%,,,,,94%,,,100%,100%,100%,,100%,100%,,,,,97%,,,100%,100%,100%,,100%,100%,,,,,97%,,,92%,88%,83%,88%,79%,70%,75%,33%,33%,43%,25%,0%,100,13%,9%,0%,88%,91%,100%,0%
123747,933,,KS2,2015,169,FALSE,,0%,73%,27%,40%,60%,7%,100%,0%,87%,89%,83%,,91%,,100%,78%,22,,89%,85%,92%,100%,100%,100%,,100%,,100%,100%,0,,91%,85%,95%,93%,89%,100%,,91%,,100%,89%,11,,91%,85%,95%,93%,73%,71%,68%,73%,59%,56%,20%,8%,24%,16%,0%,99.1,27%,29%,36%,73%,71%,64%,0%
140780,835,,KS2,2015,167,FALSE,,6%,61%,32%,23%,77%,0%,81%,0%,87%,93%,81%,,89%,90%,86%,88%,-2,,89%,91%,89%,87%,87%,88%,,84%,90%,86%,88%,-2,,84%,82%,85%,94%,87%,100%,,95%,90%,100%,92%,8,,93%,100%,91%,84%,,,88%,74%,,85%,26%,,,42%,6%,99.6,,,15%,,,85%,0%
115182,881,,KS2,2015,166,FALSE,,0%,72%,28%,7%,93%,0%,93%,0%,96%,100%,91%,,100%,86%,,,,,97%,100%,97%,100%,100%,100%,,100%,100%,,,,,100%,100%,100%,96%,100%,91%,,100%,86%,,,,,99%,100%,98%,100%,92%,95%,96%,83%,91%,92%,38%,36%,45%,58%,0%,100.3,20%,23%,8%,80%,77%,92%,0%
111852,908,,KS2,2015,165,FALSE,,8%,58%,33%,29%,71%,0%,96%,8%,96%,89%,100%,,100%,100%,100%,94%,6,,90%,81%,95%,96%,100%,93%,,93%,100%,100%,94%,6,,85%,81%,88%,100%,100%,100%,,100%,100%,100%,100%,0,,99%,96%,100%,92%,50%,72%,75%,67%,52%,55%,33%,8%,12%,15%,0%,99.9,50%,44%,50%,50%,56%,50%,4%
114416,845,,KS2,2015,157,FALSE,,5%,63%,32%,11%,89%,0%,100%,0%,100%,100%,100%,,100%,100%,,,,,98%,,,95%,100%,89%,,92%,100%,,,,,96%,,,100%,100%,100%,,100%,100%,,,,,100%,,,100%,89%,67%,86%,89%,56%,86%,53%,39%,22%,29%,0%,100.9,11%,0%,5%,89%,100%,95%,0%
110690,873,,KS2,2015,155,FALSE,,5%,71%,24%,0%,100%,0%,96%,17%,90%,100%,75%,,93%,,,,,,88%,,,100%,100%,100%,,100%,,,,,,90%,,,81%,92%,63%,,80%,,,,,,92%,,,79%,78%,70%,90%,75%,52%,74%,13%,15%,9%,23%,0%,99.4,4%,0%,6%,96%,100%,94%,4%
113249,878,,KS2,2015,155,FALSE,,5%,53%,42%,0%,100%,0%,95%,0%,95%,93%,,,90%,100%,,,,,97%,,,84%,86%,,,70%,100%,,,,,92%,,,100%,100%,,,100%,100%,,,,,100%,,,84%,88%,92%,96%,84%,79%,80%,42%,44%,42%,44%,0%,101,0%,4%,4%,100%,96%,96%,0%
109211,802,,KS2,2015,147,FALSE,,11%,58%,32%,0%,100%,0%,90%,10%,100%,100%,100%,,100%,100%,,,,,94%,,,89%,88%,91%,,100%,67%,,,,,92%,,,95%,88%,100%,,100%,83%,,,,,96%,,,90%,79%,77%,83%,70%,55%,83%,35%,36%,32%,25%,0%,100.3,14%,14%,8%,86%,86%,92%,0%
116298,850,,KS2,2015,146,FALSE,,11%,56%,33%,16%,84%,0%,100%,0%,89%,91%,86%,,100%,83%,,,,,82%,50%,89%,100%,100%,100%,,100%,100%,,,,,97%,100%,96%,94%,91%,100%,,90%,100%,,,,,96%,100%,95%,84%,73%,89%,0%,68%,83%,0%,21%,36%,50%,0%,5%,99.5,9%,17%,12%,91%,83%,88%,0%
113067,878,,KS2,2015,144,FALSE,,6%,63%,31%,31%,69%,0%,81%,6%,100%,100%,100%,,100%,,,,,,84%,81%,86%,100%,100%,100%,,100%,,,,,,86%,90%,83%,100%,100%,100%,,100%,,,,,,83%,86%,81%,100%,93%,59%,74%,100%,52%,70%,56%,29%,26%,13%,0%,101.5,14%,48%,22%,86%,52%,78%,0%
112602,830,,KS2,2015,140,FALSE,,12%,46%,41%,34%,66%,0%,95%,0%,88%,90%,86%,,89%,82%,79%,93%,-14,,83%,77%,87%,88%,90%,86%,,100%,82%,79%,93%,-14,,88%,86%,90%,95%,95%,95%,,100%,88%,100%,93%,7,,95%,97%,94%,90%,67%,69%,81%,73%,62%,72%,24%,21%,17%,25%,5%,99.3,24%,38%,31%,76%,62%,69%,0%
123543,893,,KS2,2015,136,FALSE,,6%,50%,44%,10%,90%,0%,85%,5%,100%,100%,100%,,100%,100%,,,,,100%,,,100%,100%,100%,,100%,100%,,,,,100%,,,100%,100%,100%,,100%,100%,,,,,100%,,,100%,100%,100%,100%,95%,94%,100%,45%,55%,39%,29%,0%,101.1,9%,0%,7%,91%,100%,93%,5%
139617,933,,KS2,2015,134,FALSE,,12%,59%,29%,6%,94%,0%,94%,0%,88%,91%,83%,,90%,,,,,,94%,,,94%,91%,100%,,100%,,,,,,98%,,,94%,100%,83%,,100%,,,,,,94%,,,82%,100%,90%,81%,82%,81%,75%,35%,53%,43%,38%,0%,99.9,20%,5%,13%,80%,95%,88%,0%
121532,815,,KS2,2015,132,FALSE,,5%,63%,32%,10%,90%,0%,95%,10%,90%,100%,82%,,92%,83%,,,,,89%,,,79%,75%,82%,,83%,83%,,,,,87%,,,89%,88%,91%,,92%,83%,,,,,91%,,,80%,84%,89%,79%,60%,83%,74%,30%,26%,28%,32%,0%,99.1,16%,6%,0%,84%,94%,100%,5%
126371,865,,KS2,2015,132,FALSE,,8%,62%,31%,13%,88%,6%,94%,0%,85%,,89%,,75%,,,,,,89%,,,100%,,100%,,100%,,,,,,96%,,,100%,,100%,,100%,,,,,,100%,,,81%,94%,71%,90%,69%,65%,75%,44%,39%,24%,25%,6%,99.5,22%,6%,15%,78%,94%,85%,0%
108010,383,,KS2,2015,128,FALSE,,8%,54%,38%,0%,100%,0%,100%,8%,77%,63%,,,86%,,,,,,87%,,,100%,100%,,,100%,,,,,,90%,,,100%,100%,,,100%,,,,,,92%,,,85%,74%,77%,78%,77%,73%,61%,31%,26%,14%,17%,0%,99.4,16%,5%,22%,84%,95%,78%,0%
118196,921,,KS2,2015,121,FALSE,,12%,53%,35%,12%,88%,0%,76%,0%,100%,100%,100%,,100%,100%,,,,,93%,85%,97%,88%,75%,100%,,89%,83%,,,,,91%,100%,88%,88%,88%,89%,,89%,83%,,,,,87%,77%,91%,88%,60%,75%,84%,88%,58%,74%,47%,8%,8%,26%,0%,100.7,28%,33%,47%,72%,67%,53%,0%
138359,855,,KS2,2015,120,FALSE,,7%,60%,33%,13%,87%,7%,80%,0%,100%,100%,100%,,100%,,,,,,98%,,,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,,100%,,,,,,100%,,,100%,88%,86%,88%,87%,86%,69%,40%,41%,21%,38%,0%,101.1,18%,7%,6%,82%,93%,94%,0%
112170,909,,KS2,2015,118,FALSE,,7%,56%,37%,59%,41%,0%,93%,0%,78%,69%,86%,,87%,70%,88%,64%,24,,88%,89%,87%,96%,92%,100%,,100%,90%,94%,100%,-6,,89%,92%,87%,89%,100%,79%,,87%,90%,94%,82%,12,,81%,78%,84%,85%,78%,75%,74%,81%,71%,68%,15%,11%,7%,21%,0%,98.8,50%,32%,58%,50%,68%,42%,0%
113161,878,,KS2,2015,117,FALSE,,7%,47%,47%,6%,94%,0%,88%,0%,100%,100%,,,100%,100%,,,,,98%,,,93%,92%,,,100%,86%,,,,,89%,,,100%,100%,,,100%,100%,,,,,98%,,,100%,82%,88%,88%,94%,75%,88%,31%,59%,50%,41%,0%,100.6,6%,0%,6%,94%,100%,94%,0%
111855,908,,KS2,2015,117,FALSE,,17%,50%,33%,33%,67%,0%,94%,6%,83%,83%,83%,,100%,83%,67%,92%,-25,,83%,75%,85%,94%,92%,100%,,100%,83%,100%,92%,8,,87%,83%,88%,100%,100%,100%,,100%,100%,100%,100%,0,,98%,100%,98%,78%,88%,78%,82%,72%,67%,71%,39%,19%,28%,18%,0%,99.8,19%,22%,12%,81%,78%,88%,0%
111037,895,141809,KS2,2015,114,FALSE,,11%,53%,37%,32%,68%,0%,95%,5%,89%,91%,88%,,90%,86%,100%,85%,15,,84%,94%,79%,79%,82%,75%,,80%,86%,67%,85%,-18,,80%,81%,79%,79%,91%,63%,,90%,57%,100%,69%,31,,89%,94%,86%,84%,73%,59%,70%,68%,53%,40%,21%,9%,18%,10%,0%,99,73%,41%,50%,27%,59%,50%,5%
124587,935,,KS2,2015,110,FALSE,,14%,50%,36%,7%,93%,0%,100%,0%,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,,100%,,,,,,98%,,,100%,100%,100%,,100%,,,,,,100%,,,93%,100%,87%,92%,86%,73%,92%,57%,50%,27%,33%,0%,100.7,17%,0%,8%,83%,100%,92%,0%
119461,888,,KS2,2015,109,FALSE,,0%,73%,27%,7%,93%,0%,100%,7%,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,100%,100%,100%,94%,60%,48%,53%,59%,0%,101.5,4%,7%,0%,96%,93%,100%,0%
122643,891,,KS2,2015,107,FALSE,,0%,67%,33%,20%,80%,0%,100%,0%,100%,100%,100%,,100%,,,,,,98%,,,100%,100%,100%,,100%,,,,,,98%,,,100%,100%,100%,,100%,,,,,,98%,,,100%,100%,100%,79%,100%,86%,71%,40%,59%,43%,43%,0%,100.9,12%,7%,7%,88%,93%,93%,0%
120784,926,,KS2,2015,105,FALSE,,6%,63%,31%,18%,82%,0%,94%,6%,75%,71%,78%,,80%,,,,,,78%,,,88%,86%,89%,,90%,,,,,,76%,,,94%,100%,90%,,100%,,,,,,97%,,,82%,,80%,78%,65%,40%,44%,24%,,7%,22%,0%,98.5,,13%,11%,,87%,89%,0%
116270,850,,KS2,2015,104,FALSE,,11%,44%,44%,11%,89%,0%,89%,0%,100%,,,,,,,,,,76%,,,89%,,,,,,,,,,89%,,,100%,,,,,,,,,,95%,,,89%,100%,80%,62%,89%,73%,62%,44%,25%,20%,15%,11%,100.1,0%,7%,15%,100%,93%,85%,0%
113222,878,,KS2,2015,104,FALSE,,7%,60%,33%,13%,88%,0%,81%,0%,100%,,100%,,100%,,,,,,92%,,,100%,,100%,,100%,,,,,,94%,,,100%,,100%,,100%,,,,,,92%,,,88%,80%,83%,80%,81%,61%,73%,44%,40%,33%,33%,0%,100.5,0%,6%,0%,100%,94%,100%,0%
138902,855,,KS2,2015,102,FALSE,,8%,62%,31%,15%,85%,8%,85%,8%,100%,100%,100%,,100%,,,,,,100%,,,100%,100%,100%,,100%,,,,,,97%,,,100%,100%,100%,,100%,,,,,,100%,,,100%,81%,100%,100%,77%,90%,92%,38%,43%,30%,25%,0%,100,10%,0%,17%,90%,100%,83%,0%
119477,888,,KS2,2015,99,FALSE,,7%,50%,43%,0%,100%,0%,86%,0%,93%,100%,88%,,86%,100%,,,,,92%,,,93%,83%,100%,,100%,83%,,,,,92%,,,100%,100%,100%,,100%,100%,,,,,100%,,,86%,100%,100%,92%,79%,100%,92%,36%,22%,31%,42%,7%,99.5,33%,0%,0%,67%,100%,100%,0%
111796,908,,KS2,2015,98,FALSE,,8%,58%,33%,15%,85%,0%,85%,0%,92%,83%,100%,,86%,,,,,,89%,78%,93%,83%,83%,83%,,86%,,,,,,87%,78%,90%,100%,100%,100%,,100%,,,,,,92%,78%,97%,85%,36%,92%,85%,77%,62%,77%,54%,9%,15%,8%,8%,100.2,36%,31%,23%,64%,69%,77%,0%
120539,925,,KS2,2015,97,FALSE,,7%,67%,27%,19%,81%,0%,88%,0%,100%,100%,100%,,100%,,,,,,97%,100%,96%,93%,83%,100%,,100%,,,,,,94%,88%,96%,93%,100%,89%,,100%,,,,,,94%,100%,91%,94%,69%,83%,73%,94%,83%,73%,19%,13%,17%,18%,0%,99.8,25%,17%,36%,75%,83%,64%,0%
126234,865,,KS2,2015,96,FALSE,,7%,57%,36%,0%,100%,0%,86%,0%,79%,86%,71%,,88%,,,,,,74%,,,100%,100%,100%,,100%,,,,,,94%,,,100%,100%,100%,,100%,,,,,,94%,,,86%,58%,45%,75%,71%,9%,67%,29%,25%,0%,8%,7%,99,0%,27%,0%,100%,73%,100%,0%
119555,888,,KS2,2015,96,FALSE,,0%,71%,29%,14%,86%,0%,93%,0%,93%,100%,,,90%,,,,,,93%,,,86%,82%,,,80%,,,,,,95%,,,100%,100%,,,100%,,,,,,100%,,,79%,71%,86%,87%,64%,64%,60%,29%,14%,14%,7%,0%,99.8,0%,14%,13%,100%,86%,87%,0%
119918,855,,KS2,2015,94,FALSE,,0%,75%,25%,8%,92%,0%,83%,0%,100%,100%,,,100%,,,,,,98%,,,92%,100%,,,89%,,,,,,86%,,,100%,100%,,,100%,,,,,,100%,,,100%,100%,92%,82%,75%,85%,76%,25%,50%,31%,29%,0%,100.4,0%,0%,18%,100%,100%,82%,0%
119306,888,,KS2,2015,94,FALSE,,10%,60%,30%,27%,73%,0%,100%,0%,90%,,,,83%,,,,,,86%,86%,87%,90%,,,,83%,,,,,,92%,71%,97%,90%,,,,83%,,,,,,97%,86%,100%,82%,82%,67%,100%,73%,53%,85%,27%,27%,13%,46%,9%,98.6,18%,13%,15%,82%,87%,85%,0%
121039,926,,KS2,2015,94,FALSE,,0%,78%,22%,44%,56%,0%,89%,11%,89%,,,,86%,,,,,,76%,89%,71%,89%,,,,86%,,,,,,82%,100%,75%,78%,,,,71%,,,,,,70%,67%,71%,67%,74%,82%,57%,56%,55%,50%,11%,16%,18%,0%,0%,98.6,26%,36%,7%,74%,64%,93%,0%
114517,845,,KS2,2015,92,FALSE,,13%,47%,40%,25%,75%,0%,100%,6%,93%,89%,100%,,100%,83%,,,,,95%,100%,94%,93%,89%,100%,,86%,100%,,,,,98%,100%,97%,100%,100%,100%,,100%,100%,,,,,100%,100%,100%,88%,85%,85%,100%,69%,77%,80%,31%,8%,15%,27%,0%,99.2,0%,23%,7%,100%,77%,93%,0%
126430,865,,KS2,2015,92,FALSE,,22%,33%,44%,0%,100%,0%,90%,10%,100%,,,,,,,,,,100%,,,100%,,,,,,,,,,95%,,,89%,,,,,,,,,,91%,,,70%,80%,100%,89%,60%,83%,56%,50%,50%,50%,33%,10%,99.5,0%,0%,0%,100%,100%,100%,0%
137653,909,,KS2,2015,91,FALSE,,0%,75%,25%,8%,92%,0%,100%,8%,75%,67%,83%,,67%,,,,,,82%,,,100%,100%,100%,,100%,,,,,,98%,,,75%,67%,83%,,67%,,,,,,91%,,,77%,93%,69%,94%,69%,56%,88%,15%,36%,19%,35%,0%,98.8,0%,0%,0%,100%,100%,100%,0%
121471,815,,KS2,2015,89,FALSE,,25%,25%,50%,15%,85%,8%,85%,0%,83%,83%,83%,,,83%,,,,,94%,,,100%,100%,100%,,,100%,,,,,100%,,,100%,100%,100%,,,100%,,,,,100%,,,77%,67%,100%,100%,54%,75%,79%,38%,22%,25%,36%,0%,99.9,22%,13%,7%,78%,88%,93%,0%
120797,926,,KS2,2015,89,FALSE,,6%,63%,31%,44%,56%,0%,100%,13%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,88%,100%,80%,,80%,,86%,89%,-3,,95%,92%,96%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,88%,89%,100%,94%,75%,89%,94%,25%,44%,33%,63%,0%,100.1,22%,33%,13%,78%,67%,88%,0%
120585,925,,KS2,2015,88,FALSE,,20%,30%,50%,9%,91%,0%,100%,9%,90%,100%,,,,,,,,,86%,,,100%,100%,,,,,,,,,100%,,,90%,86%,,,,,,,,,93%,,,91%,90%,90%,78%,64%,70%,78%,36%,40%,20%,11%,9%,99.5,0%,0%,0%,100%,100%,100%,9%
116323,850,,KS2,2015,86,FALSE,,0%,69%,31%,29%,71%,6%,94%,0%,88%,88%,89%,,82%,,,,,,94%,83%,100%,75%,86%,67%,,73%,,,,,,88%,83%,90%,94%,100%,89%,,91%,,,,,,97%,100%,95%,82%,72%,67%,92%,65%,67%,67%,12%,11%,0%,33%,0%,98.2,11%,50%,33%,89%,50%,67%,0%
122026,928,,KS2,2015,84,FALSE,,0%,64%,36%,0%,100%,0%,100%,14%,93%,86%,100%,,89%,,,,,,75%,,,100%,100%,100%,,100%,,,,,,94%,,,86%,71%,100%,,78%,,,,,,91%,,,64%,,71%,58%,57%,71%,58%,14%,,43%,25%,0%,99.9,,14%,25%,,86%,75%,7%
113207,878,,KS2,2015,83,FALSE,,8%,58%,33%,8%,92%,0%,85%,0%,83%,,71%,,86%,,,,,,79%,,,100%,,100%,,100%,,,,,,89%,,,100%,,100%,,100%,,,,,,89%,,,92%,100%,71%,78%,77%,57%,78%,15%,29%,29%,11%,0%,99.4,0%,14%,22%,100%,86%,78%,0%
112537,830,,KS2,2015,82,FALSE,,0%,67%,33%,0%,100%,0%,100%,0%,83%,,,,,,,,,,85%,,,100%,,,,,,,,,,92%,,,100%,,,,,,,,,,92%,,,83%,,50%,,83%,33%,,17%,,0%,,0%,99.5,,0%,,,100%,,0%
113183,878,,KS2,2015,82,FALSE,,0%,70%,30%,9%,91%,0%,91%,0%,90%,,,,86%,,,,,,91%,,,100%,,,,100%,,,,,,100%,,,100%,,,,100%,,,,,,100%,,,91%,62%,85%,92%,82%,62%,92%,55%,15%,8%,50%,0%,101.2,8%,15%,8%,92%,85%,92%,0%
112327,909,,KS2,2015,78,FALSE,,0%,71%,29%,0%,100%,0%,100%,14%,71%,,83%,,,,,,,,90%,,,86%,,83%,,,,,,,,95%,,,100%,,100%,,,,,,,,100%,,,86%,100%,100%,,71%,100%,,14%,33%,22%,,0%,99,0%,0%,,100%,100%,,0%
112833,830,,KS2,2015,77,FALSE,,9%,64%,27%,8%,92%,8%,92%,0%,100%,,100%,,100%,,,,,,93%,,,82%,,88%,,86%,,,,,,89%,,,100%,,100%,,100%,,,,,,96%,,,92%,89%,83%,83%,67%,83%,83%,17%,11%,17%,33%,8%,98.9,22%,0%,0%,78%,100%,100%,0%
110460,825,,KS2,2015,76,FALSE,,0%,67%,33%,33%,67%,0%,89%,0%,78%,83%,,,67%,,,,,,83%,,,89%,83%,,,100%,,,,,,86%,,,100%,100%,,,100%,,,,,,97%,,,78%,82%,85%,57%,56%,69%,43%,22%,18%,15%,14%,0%,98.9,0%,0%,29%,100%,100%,71%,0%
113359,878,,KS2,2015,75,FALSE,,0%,67%,33%,11%,89%,0%,100%,0%,78%,,67%,,67%,,,,,,84%,,,89%,,100%,,83%,,,,,,93%,,,100%,,100%,,100%,,,,,,100%,,,67%,73%,93%,89%,56%,93%,78%,22%,40%,40%,56%,0%,99.2,7%,13%,11%,93%,87%,89%,0%
121497,815,,KS2,2015,74,FALSE,,8%,67%,25%,43%,57%,0%,86%,7%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,92%,100%,83%,,88%,,,,,,95%,100%,92%,100%,100%,100%,,100%,,100%,100%,0,,95%,100%,92%,86%,90%,83%,,79%,67%,,36%,30%,0%,,0%,99.9,10%,50%,,90%,50%,,0%
115126,881,,KS2,2015,74,FALSE,,0%,67%,33%,0%,100%,0%,100%,0%,78%,83%,,,67%,,,,,,79%,,,78%,83%,,,67%,,,,,,79%,,,100%,100%,,,100%,,,,,,100%,,,67%,75%,78%,82%,67%,67%,55%,44%,0%,11%,18%,0%,99.8,38%,33%,18%,63%,67%,82%,0%
